age_group,symptom date,cases,deaths,cases_cum,death_cum,moving_avg_cases,moving_avg_deaths
80 & Older years,6/7/2020,19,0,4248,856,44.28571429,7.142857143
80 & Older years,6/8/2020,76,39,4324,895,43.42857143,10.42857143
80 & Older years,6/9/2020,60,8,4384,903,46.71428571,9.428571429
80 & Older years,6/10/2020,63,26,4447,929,49.14285714,12.57142857
80 & Older years,6/11/2020,62,23,4509,952,51.14285714,14.14285714
80 & Older years,6/12/2020,33,16,4542,968,48.14285714,16.14285714
80 & Older years,6/13/2020,18,9,4560,977,47.28571429,17.28571429
80 & Older years,6/14/2020,18,3,4578,980,47.14285714,17.71428571
80 & Older years,6/15/2020,48,19,4626,999,43.14285714,14.85714286
80 & Older years,6/16/2020,54,13,4680,1012,42.28571429,15.57142857
80 & Older years,6/17/2020,49,25,4729,1037,40.28571429,15.42857143
80 & Older years,6/18/2020,41,5,4770,1042,37.28571429,12.85714286
80 & Older years,6/19/2020,28,13,4798,1055,36.57142857,12.42857143
80 & Older years,6/20/2020,26,0,4824,1055,37.71428571,11.14285714
80 & Older years,6/21/2020,23,0,4847,1055,38.42857143,10.71428571
80 & Older years,6/22/2020,72,4,4919,1059,41.85714286,8.571428571
80 & Older years,6/23/2020,86,18,5005,1077,46.42857143,9.285714286
80 & Older years,6/24/2020,42,10,5047,1087,45.42857143,7.142857143
80 & Older years,6/25/2020,38,12,5085,1099,45,8.142857143
80 & Older years,6/26/2020,65,8,5150,1107,50.28571429,7.428571429
80 & Older years,6/27/2020,37,0,5187,1107,51.85714286,7.428571429
80 & Older years,6/28/2020,41,1,5228,1108,54.42857143,7.571428571
80 & Older years,6/29/2020,106,7,5334,1115,59.28571429,8
80 & Older years,6/30/2020,72,4,5406,1119,57.28571429,6
80 & Older years,7/1/2020,150,8,5556,1127,72.71428571,5.714285714
80 & Older years,7/2/2020,137,8,5693,1135,86.85714286,5.142857143
80 & Older years,7/3/2020,113,2,5806,1137,93.71428571,4.285714286
80 & Older years,7/4/2020,46,0,5852,1137,95,4.285714286
80 & Older years,7/5/2020,63,0,5915,1137,98.14285714,4.142857143
80 & Older years,7/6/2020,139,9,6054,1146,102.8571429,4.428571429
80 & Older years,7/7/2020,139,7,6193,1153,112.4285714,4.857142857
80 & Older years,7/8/2020,116,7,6309,1160,107.5714286,4.714285714
80 & Older years,7/9/2020,135,6,6444,1166,107.2857143,4.428571429
80 & Older years,7/10/2020,99,21,6543,1187,105.2857143,7.142857143
80 & Older years,7/11/2020,65,2,6608,1189,108,7.428571429
80 & Older years,7/12/2020,63,4,6671,1193,108,8
80 & Older years,7/13/2020,122,5,6793,1198,105.5714286,7.428571429
80 & Older years,7/14/2020,172,14,6965,1212,110.2857143,8.428571429
80 & Older years,7/15/2020,121,12,7086,1224,111,9.142857143
80 & Older years,7/16/2020,95,6,7181,1230,105.2857143,9.142857143
80 & Older years,7/17/2020,117,9,7298,1239,107.8571429,7.428571429
80 & Older years,7/18/2020,89,12,7387,1251,111.2857143,8.857142857
80 & Older years,7/19/2020,45,2,7432,1253,108.7142857,8.571428571
80 & Older years,7/20/2020,106,0,7538,1253,106.4285714,7.857142857
80 & Older years,7/21/2020,112,29,7650,1282,97.85714286,10
80 & Older years,7/22/2020,74,25,7724,1307,91.14285714,11.85714286
80 & Older years,7/23/2020,101,7,7825,1314,92,12
80 & Older years,7/24/2020,120,40,7945,1354,92.42857143,16.42857143
80 & Older years,7/25/2020,57,18,8002,1372,87.85714286,17.28571429
80 & Older years,7/26/2020,59,1,8061,1373,89.85714286,17.14285714
80 & Older years,7/27/2020,116,5,8177,1378,91.28571429,17.85714286
80 & Older years,7/28/2020,142,21,8319,1399,95.57142857,16.71428571
80 & Older years,7/29/2020,99,27,8418,1426,99.14285714,17
80 & Older years,7/30/2020,107,4,8525,1430,100,16.57142857
80 & Older years,7/31/2020,126,30,8651,1460,100.8571429,15.14285714
80 & Older years,8/1/2020,70,30,8721,1490,102.7142857,16.85714286
80 & Older years,8/2/2020,75,2,8796,1492,105,17
80 & Older years,8/3/2020,126,0,8922,1492,106.4285714,16.28571429
80 & Older years,8/4/2020,152,32,9074,1524,107.8571429,17.85714286
80 & Older years,8/5/2020,125,21,9199,1545,111.5714286,17
80 & Older years,8/6/2020,122,19,9321,1564,113.7142857,19.14285714
80 & Older years,8/7/2020,120,33,9441,1597,112.8571429,19.57142857
80 & Older years,8/8/2020,66,21,9507,1618,112.2857143,18.28571429
80 & Older years,8/9/2020,47,2,9554,1620,108.2857143,18.28571429
80 & Older years,8/10/2020,86,5,9640,1625,102.5714286,19
80 & Older years,8/11/2020,99,46,9739,1671,95,21
80 & Older years,8/12/2020,107,43,9846,1714,92.42857143,24.14285714
80 & Older years,8/13/2020,91,33,9937,1747,88,26.14285714
80 & Older years,8/14/2020,68,9,10005,1756,80.57142857,22.71428571
80 & Older years,8/15/2020,48,31,10053,1787,78,24.14285714
80 & Older years,8/16/2020,50,7,10103,1794,78.42857143,24.85714286
80 & Older years,8/17/2020,78,10,10181,1804,77.28571429,25.57142857
80 & Older years,8/18/2020,58,18,10239,1822,71.42857143,21.57142857
80 & Older years,8/19/2020,88,18,10327,1840,68.71428571,18
80 & Older years,8/20/2020,58,16,10385,1856,64,15.57142857
80 & Older years,8/21/2020,76,37,10461,1893,65.14285714,19.57142857
80 & Older years,8/22/2020,43,35,10504,1928,64.42857143,20.14285714
80 & Older years,8/23/2020,50,20,10554,1948,64.42857143,22
80 & Older years,8/24/2020,71,10,10625,1958,63.42857143,22
80 & Older years,8/25/2020,72,41,10697,1999,65.42857143,25.28571429
80 & Older years,8/26/2020,67,13,10764,2012,62.42857143,24.57142857
80 & Older years,8/27/2020,49,33,10813,2045,61.14285714,27
80 & Older years,8/28/2020,73,35,10886,2080,60.71428571,26.71428571
80 & Older years,8/29/2020,36,36,10922,2116,59.71428571,26.85714286
80 & Older years,8/30/2020,39,8,10961,2124,58.14285714,25.14285714
80 & Older years,8/31/2020,40,14,11001,2138,53.71428571,25.71428571
80 & Older years,9/1/2020,83,34,11084,2172,55.28571429,24.71428571
80 & Older years,9/2/2020,46,26,11130,2198,52.28571429,26.57142857
80 & Older years,9/3/2020,50,34,11180,2232,52.42857143,26.71428571
80 & Older years,9/4/2020,51,26,11231,2258,49.28571429,25.42857143
80 & Older years,9/5/2020,24,12,11255,2270,47.57142857,22
80 & Older years,9/6/2020,22,17,11277,2287,45.14285714,23.28571429
80 & Older years,9/7/2020,26,2,11303,2289,43.14285714,21.57142857
80 & Older years,9/8/2020,64,13,11367,2302,40.42857143,18.57142857
80 & Older years,9/9/2020,63,15,11430,2317,42.85714286,17
80 & Older years,9/10/2020,83,22,11513,2339,47.57142857,15.28571429
80 & Older years,9/11/2020,37,7,11550,2346,45.57142857,12.57142857
80 & Older years,9/12/2020,23,19,11573,2365,45.42857143,13.57142857
80 & Older years,9/13/2020,38,18,11611,2383,47.71428571,13.71428571
80 & Older years,9/14/2020,43,8,11654,2391,50.14285714,14.57142857
80 & Older years,9/15/2020,46,19,11700,2410,47.57142857,15.42857143
80 & Older years,9/16/2020,53,8,11753,2418,46.14285714,14.42857143
80 & Older years,9/17/2020,44,20,11797,2438,40.57142857,14.14285714
80 & Older years,9/18/2020,54,22,11851,2460,43,16.28571429
80 & Older years,9/19/2020,20,17,11871,2477,42.57142857,16
80 & Older years,9/20/2020,31,1,11902,2478,41.57142857,13.57142857
80 & Older years,9/21/2020,49,1,11951,2479,42.42857143,12.57142857
80 & Older years,9/22/2020,59,28,12010,2507,44.28571429,13.85714286
80 & Older years,9/23/2020,26,30,12036,2537,40.42857143,17
80 & Older years,9/24/2020,41,13,12077,2550,40,16
80 & Older years,9/25/2020,38,16,12115,2566,37.71428571,15.14285714
80 & Older years,9/26/2020,17,19,12132,2585,37.28571429,15.42857143
80 & Older years,9/27/2020,21,12,12153,2597,35.85714286,17
80 & Older years,9/28/2020,40,6,12193,2603,34.57142857,17.71428571
80 & Older years,9/29/2020,29,10,12222,2613,30.28571429,15.14285714
80 & Older years,9/30/2020,44,13,12266,2626,32.85714286,12.71428571
80 & Older years,10/1/2020,31,21,12297,2647,31.42857143,13.85714286
80 & Older years,10/2/2020,30,17,12327,2664,30.28571429,14
80 & Older years,10/3/2020,30,8,12357,2672,32.14285714,12.42857143
80 & Older years,10/4/2020,23,6,12380,2678,32.42857143,11.57142857
80 & Older years,10/5/2020,44,6,12424,2684,33,11.57142857
80 & Older years,10/6/2020,45,9,12469,2693,35.28571429,11.42857143
80 & Older years,10/7/2020,49,8,12518,2701,36,10.71428571
80 & Older years,10/8/2020,47,15,12565,2716,38.28571429,9.857142857
80 & Older years,10/9/2020,44,16,12609,2732,40.28571429,9.714285714
80 & Older years,10/10/2020,25,8,12634,2740,39.57142857,9.714285714
80 & Older years,10/11/2020,34,7,12668,2747,41.14285714,9.857142857
80 & Older years,10/12/2020,50,3,12718,2750,42,9.428571429
80 & Older years,10/13/2020,51,5,12769,2755,42.85714286,8.857142857
80 & Older years,10/14/2020,61,4,12830,2759,44.57142857,8.285714286
80 & Older years,10/15/2020,67,7,12897,2766,47.42857143,7.142857143
80 & Older years,10/16/2020,59,23,12956,2789,49.57142857,8.142857143
80 & Older years,10/17/2020,25,18,12981,2807,49.57142857,9.571428571
80 & Older years,10/18/2020,26,11,13007,2818,48.42857143,10.14285714
80 & Older years,10/19/2020,42,5,13049,2823,47.28571429,10.42857143
80 & Older years,10/20/2020,57,5,13106,2828,48.14285714,10.42857143
80 & Older years,10/21/2020,59,14,13165,2842,47.85714286,11.85714286
80 & Older years,10/22/2020,48,8,13213,2850,45.14285714,12
80 & Older years,10/23/2020,86,12,13299,2862,49,10.42857143
80 & Older years,10/24/2020,32,17,13331,2879,50,10.28571429
80 & Older years,10/25/2020,35,0,13366,2879,51.28571429,8.714285714
80 & Older years,10/26/2020,84,6,13450,2885,57.28571429,8.857142857
80 & Older years,10/27/2020,47,6,13497,2891,55.85714286,9
80 & Older years,10/28/2020,54,9,13551,2900,55.14285714,8.285714286
80 & Older years,10/29/2020,72,13,13623,2913,58.57142857,9
80 & Older years,10/30/2020,56,14,13679,2927,54.28571429,9.285714286
80 & Older years,10/31/2020,38,7,13717,2934,55.14285714,7.857142857
80 & Older years,11/1/2020,49,2,13766,2936,57.14285714,8.142857143
80 & Older years,11/2/2020,96,5,13862,2941,58.85714286,8
80 & Older years,11/3/2020,49,10,13911,2951,59.14285714,8.571428571
80 & Older years,11/4/2020,78,15,13989,2966,62.57142857,9.428571429
80 & Older years,11/5/2020,61,17,14050,2983,61,10
80 & Older years,11/6/2020,59,8,14109,2991,61.42857143,9.142857143
80 & Older years,11/7/2020,40,10,14149,3001,61.71428571,9.571428571
80 & Older years,11/8/2020,33,0,14182,3001,59.42857143,9.285714286
80 & Older years,11/9/2020,98,8,14280,3009,59.71428571,9.714285714
80 & Older years,11/10/2020,84,10,14364,3019,64.71428571,9.714285714
80 & Older years,11/11/2020,70,22,14434,3041,63.57142857,10.71428571
80 & Older years,11/12/2020,95,24,14529,3065,68.42857143,11.71428571
80 & Older years,11/13/2020,74,8,14603,3073,70.57142857,11.71428571
80 & Older years,11/14/2020,55,19,14658,3092,72.71428571,13
80 & Older years,11/15/2020,46,0,14704,3092,74.57142857,13
80 & Older years,11/16/2020,85,3,14789,3095,72.71428571,12.28571429
80 & Older years,11/17/2020,85,11,14874,3106,72.85714286,12.42857143
80 & Older years,11/18/2020,81,13,14955,3119,74.42857143,11.14285714
80 & Older years,11/19/2020,76,14,15031,3133,71.71428571,9.714285714
80 & Older years,11/20/2020,73,6,15104,3139,71.57142857,9.428571429
80 & Older years,11/21/2020,67,16,15171,3155,73.28571429,9
80 & Older years,11/22/2020,56,0,15227,3155,74.71428571,9
80 & Older years,11/23/2020,118,9,15345,3164,79.42857143,9.857142857
80 & Older years,11/24/2020,125,7,15470,3171,85.14285714,9.285714286
80 & Older years,11/25/2020,102,22,15572,3193,88.14285714,10.57142857
80 & Older years,11/26/2020,80,13,15652,3206,88.71428571,10.42857143
80 & Older years,11/27/2020,91,13,15743,3219,91.28571429,11.42857143
80 & Older years,11/28/2020,81,12,15824,3231,93.28571429,10.85714286
80 & Older years,11/29/2020,64,2,15888,3233,94.42857143,11.14285714
80 & Older years,11/30/2020,149,0,16037,3233,98.85714286,9.857142857
80 & Older years,12/1/2020,163,12,16200,3245,104.2857143,10.57142857
80 & Older years,12/2/2020,167,18,16367,3263,113.5714286,10
80 & Older years,12/3/2020,152,20,16519,3283,123.8571429,11
80 & Older years,12/4/2020,139,13,16658,3296,130.7142857,11
80 & Older years,12/5/2020,89,19,16747,3315,131.8571429,12
80 & Older years,12/6/2020,87,1,16834,3316,135.1428571,11.85714286
80 & Older years,12/7/2020,183,19,17017,3335,140,14.57142857
80 & Older years,12/8/2020,146,6,17163,3341,137.5714286,13.71428571
80 & Older years,12/9/2020,154,21,17317,3362,135.7142857,14.14285714
80 & Older years,12/10/2020,122,20,17439,3382,131.4285714,14.14285714
80 & Older years,12/11/2020,112,19,17551,3401,127.5714286,15
80 & Older years,12/12/2020,91,9,17642,3410,127.8571429,13.57142857
80 & Older years,12/13/2020,111,0,17753,3410,131.2857143,13.42857143
80 & Older years,12/14/2020,205,8,17958,3418,134.4285714,11.85714286
80 & Older years,12/15/2020,198,12,18156,3430,141.8571429,12.71428571
80 & Older years,12/16/2020,156,20,18312,3450,142.1428571,12.57142857
80 & Older years,12/17/2020,191,26,18503,3476,152,13.42857143
80 & Older years,12/18/2020,171,11,18674,3487,160.4285714,12.28571429
80 & Older years,12/19/2020,132,20,18806,3507,166.2857143,13.85714286
80 & Older years,12/20/2020,129,0,18935,3507,168.8571429,13.85714286
80 & Older years,12/21/2020,282,5,19217,3512,179.8571429,13.42857143
80 & Older years,12/22/2020,283,17,19500,3529,192,14.14285714
80 & Older years,12/23/2020,241,19,19741,3548,204.1428571,14
80 & Older years,12/24/2020,167,17,19908,3565,200.7142857,12.71428571
80 & Older years,12/25/2020,123,22,20031,3587,193.8571429,14.28571429
80 & Older years,12/26/2020,162,18,20193,3605,198.1428571,14
80 & Older years,12/27/2020,169,1,20362,3606,203.8571429,14.14285714
80 & Older years,12/28/2020,348,3,20710,3609,213.2857143,13.85714286
80 & Older years,12/29/2020,278,16,20988,3625,212.5714286,13.71428571
80 & Older years,12/30/2020,331,17,21319,3642,225.4285714,13.42857143
80 & Older years,12/31/2020,260,29,21579,3671,238.7142857,15.14285714
80 & Older years,1/1/2021,167,9,21746,3680,245,13.28571429
80 & Older years,1/2/2021,207,0,21953,3680,251.4285714,10.71428571
80 & Older years,1/3/2021,166,0,22119,3680,251,10.57142857
80 & Older years,1/4/2021,333,2,22452,3682,248.8571429,10.42857143
80 & Older years,1/5/2021,329,29,22781,3711,256.1428571,12.28571429
80 & Older years,1/6/2021,300,29,23081,3740,251.7142857,14
80 & Older years,1/7/2021,304,22,23385,3762,258,13
80 & Older years,1/8/2021,231,28,23616,3790,267.1428571,15.71428571
80 & Older years,1/9/2021,163,35,23779,3825,260.8571429,20.71428571
80 & Older years,1/10/2021,159,1,23938,3826,259.8571429,20.85714286
80 & Older years,1/11/2021,279,6,24217,3832,252.1428571,21.42857143
80 & Older years,1/12/2021,238,52,24455,3884,239.1428571,24.71428571
80 & Older years,1/13/2021,234,58,24689,3942,229.7142857,28.85714286
80 & Older years,1/14/2021,218,59,24907,4001,217.4285714,34.14285714
80 & Older years,1/15/2021,191,63,25098,4064,211.7142857,39.14285714
80 & Older years,1/16/2021,129,66,25227,4130,206.8571429,43.57142857
80 & Older years,1/17/2021,111,0,25338,4130,200,43.42857143
80 & Older years,1/18/2021,182,16,25520,4146,186.1428571,44.85714286
80 & Older years,1/19/2021,184,72,25704,4218,178.4285714,47.71428571
80 & Older years,1/20/2021,175,52,25879,4270,170,46.85714286
80 & Older years,1/21/2021,170,31,26049,4301,163.1428571,42.85714286
80 & Older years,1/22/2021,141,59,26190,4360,156,42.28571429
80 & Older years,1/23/2021,116,51,26306,4411,154.1428571,40.14285714
80 & Older years,1/24/2021,82,1,26388,4412,150,40.28571429
80 & Older years,1/25/2021,183,49,26571,4461,150.1428571,45
80 & Older years,1/26/2021,118,31,26689,4492,140.7142857,39.14285714
80 & Older years,1/27/2021,138,58,26827,4550,135.4285714,40
80 & Older years,1/28/2021,142,62,26969,4612,131.4285714,44.42857143
80 & Older years,1/29/2021,104,47,27073,4659,126.1428571,42.71428571
80 & Older years,1/30/2021,65,64,27138,4723,118.8571429,44.57142857
80 & Older years,1/31/2021,73,0,27211,4723,117.5714286,44.42857143
80 & Older years,2/1/2021,129,16,27340,4739,109.8571429,39.71428571
80 & Older years,2/2/2021,97,65,27437,4804,106.8571429,44.57142857
80 & Older years,2/3/2021,112,51,27549,4855,103.1428571,43.57142857
80 & Older years,2/4/2021,102,35,27651,4890,97.42857143,39.71428571
80 & Older years,2/5/2021,87,41,27738,4931,95,38.85714286
80 & Older years,2/6/2021,61,62,27799,4993,94.42857143,38.57142857
80 & Older years,2/7/2021,46,0,27845,4993,90.57142857,38.57142857
80 & Older years,2/8/2021,71,17,27916,5010,82.28571429,38.71428571
80 & Older years,2/9/2021,70,57,27986,5067,78.42857143,37.57142857
80 & Older years,2/10/2021,80,33,28066,5100,73.85714286,35
80 & Older years,2/11/2021,65,25,28131,5125,68.57142857,33.57142857
80 & Older years,2/12/2021,47,70,28178,5195,62.85714286,37.71428571
80 & Older years,2/13/2021,31,45,28209,5240,58.57142857,35.28571429
80 & Older years,2/14/2021,34,2,28243,5242,56.85714286,35.57142857
80 & Older years,2/15/2021,74,16,28317,5258,57.28571429,35.42857143
80 & Older years,2/16/2021,52,56,28369,5314,54.71428571,35.28571429
80 & Older years,2/17/2021,68,28,28437,5342,53,34.57142857
80 & Older years,2/18/2021,43,45,28480,5387,49.85714286,37.42857143
80 & Older years,2/19/2021,41,52,28521,5439,49,34.85714286
80 & Older years,2/20/2021,25,34,28546,5473,48.14285714,33.28571429
80 & Older years,2/21/2021,17,2,28563,5475,45.71428571,33.28571429
80 & Older years,2/22/2021,33,19,28596,5494,39.85714286,33.71428571
80 & Older years,2/23/2021,43,23,28639,5517,38.57142857,29
80 & Older years,2/24/2021,30,37,28669,5554,33.14285714,30.28571429
80 & Older years,2/25/2021,54,39,28723,5593,34.71428571,29.42857143
80 & Older years,2/26/2021,39,8,28762,5601,34.42857143,23.14285714
80 & Older years,2/27/2021,25,33,28787,5634,34.42857143,23
80 & Older years,2/28/2021,18,1,28805,5635,34.57142857,22.85714286
80 & Older years,3/1/2021,30,29,28835,5664,34.14285714,24.28571429
80 & Older years,3/2/2021,24,25,28859,5689,31.42857143,24.57142857
80 & Older years,3/3/2021,34,38,28893,5727,32,24.71428571
80 & Older years,3/4/2021,15,48,28908,5775,26.42857143,26
80 & Older years,3/5/2021,18,28,28926,5803,23.42857143,28.85714286
80 & Older years,3/6/2021,12,22,28938,5825,21.57142857,27.28571429
80 & Older years,3/7/2021,18,0,28956,5825,21.57142857,27.14285714
80 & Older years,3/8/2021,27,11,28983,5836,21.14285714,24.57142857
80 & Older years,3/9/2021,18,3,29001,5839,20.28571429,21.42857143
80 & Older years,3/10/2021,20,20,29021,5859,18.28571429,18.85714286
80 & Older years,3/11/2021,25,34,29046,5893,19.71428571,16.85714286
80 & Older years,3/12/2021,24,14,29070,5907,20.57142857,14.85714286
80 & Older years,3/13/2021,8,13,29078,5920,20,13.57142857
80 & Older years,3/14/2021,15,0,29093,5920,19.57142857,13.57142857
80 & Older years,3/15/2021,17,15,29110,5935,18.14285714,14.14285714
80 & Older years,3/16/2021,9,3,29119,5938,16.85714286,14.14285714
80 & Older years,3/17/2021,16,18,29135,5956,16.28571429,13.85714286
80 & Older years,3/18/2021,17,12,29152,5968,15.14285714,10.71428571
80 & Older years,3/19/2021,11,16,29163,5984,13.28571429,11
80 & Older years,3/20/2021,14,15,29177,5999,14.14285714,11.28571429
80 & Older years,3/21/2021,15,0,29192,5999,14.14285714,11.28571429
80 & Older years,3/22/2021,19,8,29211,6007,14.42857143,10.28571429
80 & Older years,3/23/2021,19,5,29230,6012,15.85714286,10.57142857
80 & Older years,3/24/2021,14,21,29244,6033,15.57142857,11
80 & Older years,3/25/2021,13,31,29257,6064,15,13.71428571
80 & Older years,3/26/2021,9,39,29266,6103,14.71428571,17
80 & Older years,3/27/2021,13,27,29279,6130,14.57142857,18.71428571
80 & Older years,3/28/2021,10,0,29289,6130,13.85714286,18.71428571
80 & Older years,3/29/2021,12,9,29301,6139,12.85714286,18.85714286
80 & Older years,3/30/2021,11,4,29312,6143,11.71428571,18.71428571
80 & Older years,3/31/2021,12,29,29324,6172,11.42857143,19.85714286
80 & Older years,4/1/2021,16,20,29340,6192,11.85714286,18.28571429
80 & Older years,4/2/2021,15,26,29355,6218,12.71428571,16.42857143
80 & Older years,4/3/2021,14,6,29369,6224,12.85714286,13.42857143
80 & Older years,4/4/2021,11,0,29380,6224,13,13.42857143
80 & Older years,4/5/2021,19,0,29399,6224,14,12.14285714
80 & Older years,4/6/2021,13,1,29412,6225,14.28571429,11.71428571
80 & Older years,4/7/2021,14,24,29426,6249,14.57142857,11
80 & Older years,4/8/2021,15,16,29441,6265,14.42857143,10.42857143
80 & Older years,4/9/2021,13,14,29454,6279,14.14285714,8.714285714
80 & Older years,4/10/2021,11,15,29465,6294,13.71428571,10
80 & Older years,4/11/2021,12,0,29477,6294,13.85714286,10
80 & Older years,4/12/2021,17,15,29494,6309,13.57142857,12.14285714
80 & Older years,4/13/2021,17,1,29511,6310,14.14285714,12.14285714
80 & Older years,4/14/2021,11,10,29522,6320,13.71428571,10.14285714
80 & Older years,4/15/2021,23,17,29545,6337,14.85714286,10.28571429
80 & Older years,4/16/2021,12,22,29557,6359,14.71428571,11.42857143
80 & Older years,4/17/2021,13,12,29570,6371,15,11
80 & Older years,4/18/2021,10,0,29580,6371,14.71428571,11
80 & Older years,4/19/2021,15,12,29595,6383,14.42857143,10.57142857
80 & Older years,4/20/2021,12,1,29607,6384,13.71428571,10.57142857
80 & Older years,4/21/2021,14,2,29621,6386,14.14285714,9.428571429
80 & Older years,4/22/2021,14,9,29635,6395,12.85714286,8.285714286
80 & Older years,4/23/2021,14,8,29649,6403,13.14285714,6.285714286
80 & Older years,4/24/2021,7,12,29656,6415,12.28571429,6.285714286
80 & Older years,4/25/2021,8,3,29664,6418,12,6.714285714
80 & Older years,4/26/2021,21,17,29685,6435,12.85714286,7.428571429
80 & Older years,4/27/2021,13,1,29698,6436,13,7.428571429
80 & Older years,4/28/2021,11,33,29709,6469,12.57142857,11.85714286
80 & Older years,4/29/2021,16,15,29725,6484,12.85714286,12.71428571
80 & Older years,4/30/2021,13,6,29738,6490,12.71428571,12.42857143
80 & Older years,5/1/2021,10,4,29748,6494,13.14285714,11.28571429
80 & Older years,5/2/2021,11,0,29759,6494,13.57142857,10.85714286
80 & Older years,5/3/2021,17,5,29776,6499,13,9.142857143
80 & Older years,5/4/2021,9,3,29785,6502,12.42857143,9.428571429
80 & Older years,5/5/2021,14,5,29799,6507,12.85714286,5.428571429
80 & Older years,5/6/2021,10,6,29809,6513,12,4.142857143
80 & Older years,5/7/2021,8,5,29817,6518,11.28571429,4
80 & Older years,5/8/2021,11,8,29828,6526,11.42857143,4.571428571
80 & Older years,5/9/2021,5,0,29833,6526,10.57142857,4.571428571
80 & Older years,5/10/2021,14,0,29847,6526,10.14285714,3.857142857
80 & Older years,5/11/2021,12,7,29859,6533,10.57142857,4.428571429
80 & Older years,5/12/2021,14,7,29873,6540,10.57142857,4.714285714
80 & Older years,5/13/2021,10,4,29883,6544,10.57142857,4.428571429
80 & Older years,5/14/2021,8,7,29891,6551,10.57142857,4.714285714
80 & Older years,5/15/2021,5,4,29896,6555,9.714285714,4.142857143
80 & Older years,5/16/2021,8,0,29904,6555,10.14285714,4.142857143
80 & Older years,5/17/2021,14,0,29918,6555,10.14285714,4.142857143
80 & Older years,5/18/2021,6,6,29924,6561,9.285714286,4
80 & Older years,5/19/2021,8,5,29932,6566,8.428571429,3.714285714
80 & Older years,5/20/2021,5,6,29937,6572,7.714285714,4
80 & Older years,5/21/2021,13,13,29950,6585,8.428571429,4.857142857
80 & Older years,5/22/2021,9,12,29959,6597,9,6
80 & Older years,5/23/2021,5,0,29964,6597,8.571428571,6
80 & Older years,5/24/2021,4,0,29968,6597,7.142857143,6
80 & Older years,5/25/2021,8,5,29976,6602,7.428571429,5.857142857
80 & Older years,5/26/2021,3,5,29979,6607,6.714285714,5.857142857
80 & Older years,5/27/2021,5,14,29984,6621,6.714285714,7
80 & Older years,5/28/2021,5,14,29989,6635,5.571428571,7.142857143
80 & Older years,5/29/2021,7,4,29996,6639,5.285714286,6
80 & Older years,5/30/2021,6,0,30002,6639,5.428571429,6
80 & Older years,5/31/2021,0,0,30002,6639,4.857142857,6
80 & Older years,6/1/2021,8,0,30010,6639,4.857142857,5.285714286
80 & Older years,6/2/2021,10,3,30020,6642,5.857142857,5
80 & Older years,6/3/2021,2,5,30022,6647,5.428571429,3.714285714
80 & Older years,6/4/2021,5,13,30027,6660,5.428571429,3.571428571
80 & Older years,6/5/2021,4,15,30031,6675,5,5.142857143
80 & Older years,6/6/2021,5,1,30036,6676,4.857142857,5.285714286
80 & Older years,6/7/2021,8,0,30044,6676,6,5.285714286
80 & Older years,6/8/2021,6,4,30050,6680,5.714285714,5.857142857
80 & Older years,6/9/2021,2,1,30052,6681,4.571428571,5.571428571
80 & Older years,6/10/2021,2,4,30054,6685,4.571428571,5.428571429
80 & Older years,6/11/2021,3,7,30057,6692,4.285714286,4.571428571
80 & Older years,6/12/2021,6,6,30063,6698,4.571428571,3.285714286
80 & Older years,6/13/2021,4,0,30067,6698,4.428571429,3.142857143
80 & Older years,6/14/2021,6,0,30073,6698,4.142857143,3.142857143
80 & Older years,6/15/2021,6,2,30079,6700,4.142857143,2.857142857
80 & Older years,6/16/2021,7,14,30086,6714,4.857142857,4.714285714
80 & Older years,6/17/2021,8,4,30094,6718,5.714285714,4.714285714
80 & Older years,6/18/2021,6,6,30100,6724,6.142857143,4.571428571
80 & Older years,6/19/2021,4,2,30104,6726,5.857142857,4
80 & Older years,6/20/2021,2,0,30106,6726,5.571428571,4
80 & Older years,6/21/2021,4,0,30110,6726,5.285714286,4
80 & Older years,6/22/2021,2,2,30112,6728,4.714285714,4
80 & Older years,6/23/2021,8,6,30120,6734,4.857142857,2.857142857
80 & Older years,6/24/2021,5,1,30125,6735,4.428571429,2.428571429
80 & Older years,6/25/2021,5,1,30130,6736,4.285714286,1.714285714
80 & Older years,6/26/2021,8,2,30138,6738,4.857142857,1.714285714
80 & Older years,6/27/2021,4,0,30142,6738,5.142857143,1.714285714
80 & Older years,6/28/2021,3,0,30145,6738,5,1.714285714
80 & Older years,6/29/2021,3,2,30148,6740,5.142857143,1.714285714
80 & Older years,6/30/2021,11,2,30159,6742,5.571428571,1.142857143
80 & Older years,7/1/2021,5,0,30164,6742,5.571428571,1
80 & Older years,7/2/2021,10,5,30174,6747,6.285714286,1.571428571
80 & Older years,7/3/2021,4,5,30178,6752,5.714285714,2
80 & Older years,7/4/2021,5,0,30183,6752,5.857142857,2
80 & Older years,7/5/2021,5,0,30188,6752,6.142857143,2
80 & Older years,7/6/2021,13,2,30201,6754,7.571428571,2
80 & Older years,7/7/2021,9,2,30210,6756,7.285714286,2
80 & Older years,7/8/2021,7,0,30217,6756,7.571428571,2
80 & Older years,7/9/2021,3,5,30220,6761,6.571428571,2
80 & Older years,7/10/2021,16,5,30236,6766,8.285714286,2
80 & Older years,7/11/2021,7,0,30243,6766,8.571428571,2
80 & Older years,7/12/2021,14,0,30257,6766,9.857142857,2
