age_group,symptom date,cases,deaths,cases_cum,death_cum,moving_avg_cases,moving_avg_deaths
01-04 years,2/1/2020,0,0,0,0,0,0
01-04 years,2/2/2020,0,0,0,0,0,0
01-04 years,2/3/2020,0,0,0,0,0,0
01-04 years,2/4/2020,0,0,0,0,0,0
01-04 years,2/5/2020,0,0,0,0,0,0
01-04 years,2/6/2020,0,0,0,0,0,0
01-04 years,2/7/2020,0,0,0,0,0,0
01-04 years,2/8/2020,0,0,0,0,0,0
01-04 years,2/9/2020,1,0,1,0,0.142857143,0
01-04 years,2/10/2020,0,0,1,0,0.142857143,0
01-04 years,2/11/2020,0,0,1,0,0.142857143,0
01-04 years,2/12/2020,0,0,1,0,0.142857143,0
01-04 years,2/13/2020,0,0,1,0,0.142857143,0
01-04 years,2/14/2020,0,0,1,0,0.142857143,0
01-04 years,2/15/2020,0,0,1,0,0.142857143,0
01-04 years,2/16/2020,0,0,1,0,0,0
01-04 years,2/17/2020,0,0,1,0,0,0
01-04 years,2/18/2020,0,0,1,0,0,0
01-04 years,2/19/2020,0,0,1,0,0,0
01-04 years,2/20/2020,0,0,1,0,0,0
01-04 years,2/21/2020,0,0,1,0,0,0
01-04 years,2/22/2020,0,0,1,0,0,0
01-04 years,2/23/2020,0,0,1,0,0,0
01-04 years,2/24/2020,0,0,1,0,0,0
01-04 years,2/25/2020,0,0,1,0,0,0
01-04 years,2/26/2020,0,0,1,0,0,0
01-04 years,2/27/2020,1,0,2,0,0.142857143,0
01-04 years,2/28/2020,0,0,2,0,0.142857143,0
01-04 years,2/29/2020,0,0,2,0,0.142857143,0
01-04 years,3/1/2020,0,0,2,0,0.142857143,0
01-04 years,3/2/2020,0,0,2,0,0.142857143,0
01-04 years,3/3/2020,0,0,2,0,0.142857143,0
01-04 years,3/4/2020,0,0,2,0,0.142857143,0
01-04 years,3/5/2020,0,0,2,0,0,0
01-04 years,3/6/2020,0,0,2,0,0,0
01-04 years,3/7/2020,0,0,2,0,0,0
01-04 years,3/8/2020,0,0,2,0,0,0
01-04 years,3/9/2020,1,0,3,0,0.142857143,0
01-04 years,3/10/2020,0,0,3,0,0.142857143,0
01-04 years,3/11/2020,1,0,4,0,0.285714286,0
01-04 years,3/12/2020,0,0,4,0,0.285714286,0
01-04 years,3/13/2020,0,0,4,0,0.285714286,0
01-04 years,3/14/2020,0,0,4,0,0.285714286,0
01-04 years,3/15/2020,1,0,5,0,0.428571429,0
01-04 years,3/16/2020,0,0,5,0,0.285714286,0
01-04 years,3/17/2020,0,0,5,0,0.285714286,0
01-04 years,3/18/2020,2,0,7,0,0.428571429,0
01-04 years,3/19/2020,0,0,7,0,0.428571429,0
01-04 years,3/20/2020,0,0,7,0,0.428571429,0
01-04 years,3/21/2020,0,0,7,0,0.428571429,0
01-04 years,3/22/2020,0,0,7,0,0.285714286,0
01-04 years,3/23/2020,2,0,9,0,0.571428571,0
01-04 years,3/24/2020,2,0,11,0,0.857142857,0
01-04 years,3/25/2020,0,0,11,0,0.571428571,0
01-04 years,3/26/2020,1,0,12,0,0.714285714,0
01-04 years,3/27/2020,1,0,13,0,0.857142857,0
01-04 years,3/28/2020,0,0,13,0,0.857142857,0
01-04 years,3/29/2020,0,0,13,0,0.857142857,0
01-04 years,3/30/2020,1,0,14,0,0.714285714,0
01-04 years,3/31/2020,5,0,19,0,1.142857143,0
01-04 years,4/1/2020,3,0,22,0,1.571428571,0
01-04 years,4/2/2020,1,0,23,0,1.571428571,0
01-04 years,4/3/2020,5,0,28,0,2.142857143,0
01-04 years,4/4/2020,0,0,28,0,2.142857143,0
01-04 years,4/5/2020,0,0,28,0,2.142857143,0
01-04 years,4/6/2020,1,0,29,0,2.142857143,0
01-04 years,4/7/2020,2,0,31,0,1.714285714,0
01-04 years,4/8/2020,3,0,34,0,1.714285714,0
01-04 years,4/9/2020,3,0,37,0,2,0
01-04 years,4/10/2020,4,0,41,0,1.857142857,0
01-04 years,4/11/2020,2,0,43,0,2.142857143,0
01-04 years,4/12/2020,0,0,43,0,2.142857143,0
01-04 years,4/13/2020,6,0,49,0,2.857142857,0
01-04 years,4/14/2020,3,0,52,0,3,0
01-04 years,4/15/2020,1,0,53,0,2.714285714,0
01-04 years,4/16/2020,3,0,56,0,2.714285714,0
01-04 years,4/17/2020,1,0,57,0,2.285714286,0
01-04 years,4/18/2020,3,0,60,0,2.428571429,0
01-04 years,4/19/2020,1,0,61,0,2.571428571,0
01-04 years,4/20/2020,5,0,66,0,2.428571429,0
01-04 years,4/21/2020,5,0,71,0,2.714285714,0
01-04 years,4/22/2020,2,0,73,0,2.857142857,0
01-04 years,4/23/2020,6,0,79,0,3.285714286,0
01-04 years,4/24/2020,5,0,84,0,3.857142857,0
01-04 years,4/25/2020,5,0,89,0,4.142857143,0
01-04 years,4/26/2020,3,0,92,0,4.428571429,0
01-04 years,4/27/2020,7,0,99,0,4.714285714,0
01-04 years,4/28/2020,1,0,100,0,4.142857143,0
01-04 years,4/29/2020,3,0,103,0,4.285714286,0
01-04 years,4/30/2020,6,0,109,0,4.285714286,0
01-04 years,5/1/2020,8,0,117,0,4.714285714,0
01-04 years,5/2/2020,1,0,118,0,4.142857143,0
01-04 years,5/3/2020,1,0,119,0,3.857142857,0
01-04 years,5/4/2020,4,0,123,0,3.428571429,0
01-04 years,5/5/2020,2,0,125,0,3.571428571,0
01-04 years,5/6/2020,3,0,128,0,3.571428571,0
01-04 years,5/7/2020,1,0,129,0,2.857142857,0
01-04 years,5/8/2020,5,0,134,0,2.428571429,0
01-04 years,5/9/2020,3,0,137,0,2.714285714,0
01-04 years,5/10/2020,4,0,141,0,3.142857143,0
01-04 years,5/11/2020,6,0,147,0,3.428571429,0
01-04 years,5/12/2020,4,0,151,0,3.714285714,0
01-04 years,5/13/2020,4,0,155,0,3.857142857,0
01-04 years,5/14/2020,8,0,163,0,4.857142857,0
01-04 years,5/15/2020,9,0,172,0,5.428571429,0
01-04 years,5/16/2020,1,0,173,0,5.142857143,0
01-04 years,5/17/2020,3,0,176,0,5,0
01-04 years,5/18/2020,10,0,186,0,5.571428571,0
01-04 years,5/19/2020,9,0,195,0,6.285714286,0
01-04 years,5/20/2020,9,0,204,0,7,0
01-04 years,5/21/2020,11,0,215,0,7.428571429,0
01-04 years,5/22/2020,6,0,221,0,7,0
01-04 years,5/23/2020,7,0,228,0,7.857142857,0
01-04 years,5/24/2020,2,0,230,0,7.714285714,0
01-04 years,5/25/2020,4,0,234,0,6.857142857,0
01-04 years,5/26/2020,8,0,242,0,6.714285714,0
01-04 years,5/27/2020,9,0,251,0,6.714285714,0
01-04 years,5/28/2020,8,0,259,0,6.285714286,0
01-04 years,5/29/2020,6,0,265,0,6.285714286,0
01-04 years,5/30/2020,10,0,275,0,6.714285714,0
01-04 years,5/31/2020,3,0,278,0,6.857142857,0
01-04 years,6/1/2020,10,0,288,0,7.714285714,0
01-04 years,6/2/2020,20,0,308,0,9.428571429,0
01-04 years,6/3/2020,11,0,319,0,9.714285714,0
01-04 years,6/4/2020,13,0,332,0,10.42857143,0
01-04 years,6/5/2020,16,0,348,0,11.85714286,0
01-04 years,6/6/2020,4,0,352,0,11,0
01-04 years,6/7/2020,4,0,356,0,11.14285714,0
01-04 years,6/8/2020,13,0,369,0,11.57142857,0
01-04 years,6/9/2020,12,0,381,0,10.42857143,0
01-04 years,6/10/2020,11,0,392,0,10.42857143,0
01-04 years,6/11/2020,19,0,411,0,11.28571429,0
01-04 years,6/12/2020,15,0,426,0,11.14285714,0
01-04 years,6/13/2020,10,0,436,0,12,0
01-04 years,6/14/2020,9,0,445,0,12.71428571,0
01-04 years,6/15/2020,23,0,468,0,14.14285714,0
01-04 years,6/16/2020,24,0,492,0,15.85714286,0
01-04 years,6/17/2020,29,0,521,0,18.42857143,0
01-04 years,6/18/2020,23,0,544,0,19,0
01-04 years,6/19/2020,33,0,577,0,21.57142857,0
01-04 years,6/20/2020,24,0,601,0,23.57142857,0
01-04 years,6/21/2020,9,0,610,0,23.57142857,0
01-04 years,6/22/2020,34,0,644,0,25.14285714,0
01-04 years,6/23/2020,37,0,681,0,27,0
01-04 years,6/24/2020,35,0,716,0,27.85714286,0
01-04 years,6/25/2020,49,0,765,0,31.57142857,0
01-04 years,6/26/2020,45,0,810,0,33.28571429,0
01-04 years,6/27/2020,31,0,841,0,34.28571429,0
01-04 years,6/28/2020,27,0,868,0,36.85714286,0
01-04 years,6/29/2020,45,0,913,0,38.42857143,0
01-04 years,6/30/2020,57,0,970,0,41.28571429,0
01-04 years,7/1/2020,68,0,1038,0,46,0
01-04 years,7/2/2020,44,0,1082,0,45.28571429,0
01-04 years,7/3/2020,19,0,1101,0,41.57142857,0
01-04 years,7/4/2020,11,0,1112,0,38.71428571,0
01-04 years,7/5/2020,19,0,1131,0,37.57142857,0
01-04 years,7/6/2020,70,0,1201,0,41.14285714,0
01-04 years,7/7/2020,68,0,1269,0,42.71428571,0
01-04 years,7/8/2020,51,0,1320,0,40.28571429,0
01-04 years,7/9/2020,58,0,1378,0,42.28571429,0
01-04 years,7/10/2020,57,0,1435,0,47.71428571,0
01-04 years,7/11/2020,38,0,1473,0,51.57142857,0
01-04 years,7/12/2020,18,0,1491,0,51.42857143,0
01-04 years,7/13/2020,76,0,1567,0,52.28571429,0
01-04 years,7/14/2020,60,0,1627,0,51.14285714,0
01-04 years,7/15/2020,69,0,1696,0,53.71428571,0
01-04 years,7/16/2020,34,0,1730,0,50.28571429,0
01-04 years,7/17/2020,56,0,1786,0,50.14285714,0
01-04 years,7/18/2020,32,0,1818,0,49.28571429,0
01-04 years,7/19/2020,12,0,1830,0,48.42857143,0
01-04 years,7/20/2020,57,0,1887,0,45.71428571,0
01-04 years,7/21/2020,52,0,1939,0,44.57142857,0
01-04 years,7/22/2020,47,0,1986,0,41.42857143,0
01-04 years,7/23/2020,61,0,2047,0,45.28571429,0
01-04 years,7/24/2020,63,0,2110,0,46.28571429,0
01-04 years,7/25/2020,30,0,2140,0,46,0
01-04 years,7/26/2020,15,0,2155,0,46.42857143,0
01-04 years,7/27/2020,51,0,2206,0,45.57142857,0
01-04 years,7/28/2020,44,0,2250,0,44.42857143,0
01-04 years,7/29/2020,40,0,2290,0,43.42857143,0
01-04 years,7/30/2020,43,0,2333,0,40.85714286,0
01-04 years,7/31/2020,39,0,2372,0,37.42857143,0
01-04 years,8/1/2020,24,0,2396,0,36.57142857,0
01-04 years,8/2/2020,19,0,2415,0,37.14285714,0
01-04 years,8/3/2020,41,0,2456,0,35.71428571,0
01-04 years,8/4/2020,51,0,2507,0,36.71428571,0
01-04 years,8/5/2020,45,0,2552,0,37.42857143,0
01-04 years,8/6/2020,42,0,2594,0,37.28571429,0
01-04 years,8/7/2020,38,0,2632,0,37.14285714,0
01-04 years,8/8/2020,23,0,2655,0,37,0
01-04 years,8/9/2020,20,0,2675,0,37.14285714,0
01-04 years,8/10/2020,52,0,2727,0,38.71428571,0
01-04 years,8/11/2020,38,0,2765,0,36.85714286,0
01-04 years,8/12/2020,34,0,2799,0,35.28571429,0
01-04 years,8/13/2020,42,0,2841,0,35.28571429,0
01-04 years,8/14/2020,41,0,2882,0,35.71428571,0
01-04 years,8/15/2020,32,0,2914,0,37,0
01-04 years,8/16/2020,15,0,2929,0,36.28571429,0
01-04 years,8/17/2020,45,0,2974,0,35.28571429,0
01-04 years,8/18/2020,43,0,3017,0,36,0
01-04 years,8/19/2020,24,0,3041,0,34.57142857,0
01-04 years,8/20/2020,31,0,3072,0,33,0
01-04 years,8/21/2020,33,0,3105,0,31.85714286,0
01-04 years,8/22/2020,15,0,3120,0,29.42857143,0
01-04 years,8/23/2020,17,0,3137,0,29.71428571,0
01-04 years,8/24/2020,37,0,3174,0,28.57142857,0
01-04 years,8/25/2020,22,0,3196,0,25.57142857,0
01-04 years,8/26/2020,31,0,3227,0,26.57142857,0
01-04 years,8/27/2020,23,0,3250,0,25.42857143,0
01-04 years,8/28/2020,18,1,3268,1,23.28571429,0.142857143
01-04 years,8/29/2020,12,0,3280,1,22.85714286,0.142857143
01-04 years,8/30/2020,8,0,3288,1,21.57142857,0.142857143
01-04 years,8/31/2020,25,0,3313,1,19.85714286,0.142857143
01-04 years,9/1/2020,28,0,3341,1,20.71428571,0.142857143
01-04 years,9/2/2020,17,0,3358,1,18.71428571,0.142857143
01-04 years,9/3/2020,12,0,3370,1,17.14285714,0.142857143
01-04 years,9/4/2020,21,0,3391,1,17.57142857,0
01-04 years,9/5/2020,13,0,3404,1,17.71428571,0
01-04 years,9/6/2020,6,0,3410,1,17.42857143,0
01-04 years,9/7/2020,7,0,3417,1,14.85714286,0
01-04 years,9/8/2020,15,0,3432,1,13,0
01-04 years,9/9/2020,20,0,3452,1,13.42857143,0
01-04 years,9/10/2020,28,0,3480,1,15.71428571,0
01-04 years,9/11/2020,17,0,3497,1,15.14285714,0
01-04 years,9/12/2020,8,0,3505,1,14.42857143,0
01-04 years,9/13/2020,7,0,3512,1,14.57142857,0
01-04 years,9/14/2020,22,0,3534,1,16.71428571,0
01-04 years,9/15/2020,24,0,3558,1,18,0
01-04 years,9/16/2020,9,0,3567,1,16.42857143,0
01-04 years,9/17/2020,12,0,3579,1,14.14285714,0
01-04 years,9/18/2020,16,0,3595,1,14,0
01-04 years,9/19/2020,9,0,3604,1,14.14285714,0
01-04 years,9/20/2020,9,0,3613,1,14.42857143,0
01-04 years,9/21/2020,23,0,3636,1,14.57142857,0
01-04 years,9/22/2020,15,0,3651,1,13.28571429,0
01-04 years,9/23/2020,13,0,3664,1,13.85714286,0
01-04 years,9/24/2020,11,0,3675,1,13.71428571,0
01-04 years,9/25/2020,16,0,3691,1,13.71428571,0
01-04 years,9/26/2020,11,0,3702,1,14,0
01-04 years,9/27/2020,6,0,3708,1,13.57142857,0
01-04 years,9/28/2020,10,0,3718,1,11.71428571,0
01-04 years,9/29/2020,22,0,3740,1,12.71428571,0
01-04 years,9/30/2020,15,0,3755,1,13,0
01-04 years,10/1/2020,13,0,3768,1,13.28571429,0
01-04 years,10/2/2020,19,0,3787,1,13.71428571,0
01-04 years,10/3/2020,13,0,3800,1,14,0
01-04 years,10/4/2020,8,0,3808,1,14.28571429,0
01-04 years,10/5/2020,19,0,3827,1,15.57142857,0
01-04 years,10/6/2020,17,0,3844,1,14.85714286,0
01-04 years,10/7/2020,20,0,3864,1,15.57142857,0
01-04 years,10/8/2020,20,0,3884,1,16.57142857,0
01-04 years,10/9/2020,14,0,3898,1,15.85714286,0
01-04 years,10/10/2020,18,0,3916,1,16.57142857,0
01-04 years,10/11/2020,11,0,3927,1,17,0
01-04 years,10/12/2020,15,0,3942,1,16.42857143,0
01-04 years,10/13/2020,36,0,3978,1,19.14285714,0
01-04 years,10/14/2020,25,0,4003,1,19.85714286,0
01-04 years,10/15/2020,19,0,4022,1,19.71428571,0
01-04 years,10/16/2020,21,0,4043,1,20.71428571,0
01-04 years,10/17/2020,13,0,4056,1,20,0
01-04 years,10/18/2020,8,0,4064,1,19.57142857,0
01-04 years,10/19/2020,22,0,4086,1,20.57142857,0
01-04 years,10/20/2020,16,0,4102,1,17.71428571,0
01-04 years,10/21/2020,15,0,4117,1,16.28571429,0
01-04 years,10/22/2020,15,0,4132,1,15.71428571,0
01-04 years,10/23/2020,15,0,4147,1,14.85714286,0
01-04 years,10/24/2020,11,0,4158,1,14.57142857,0
01-04 years,10/25/2020,11,0,4169,1,15,0
01-04 years,10/26/2020,25,0,4194,1,15.42857143,0
01-04 years,10/27/2020,27,0,4221,1,17,0
01-04 years,10/28/2020,18,0,4239,1,17.42857143,0
01-04 years,10/29/2020,20,0,4259,1,18.14285714,0
01-04 years,10/30/2020,26,0,4285,1,19.71428571,0
01-04 years,10/31/2020,14,0,4299,1,20.14285714,0
01-04 years,11/1/2020,17,0,4316,1,21,0
01-04 years,11/2/2020,28,0,4344,1,21.42857143,0
01-04 years,11/3/2020,26,0,4370,1,21.28571429,0
01-04 years,11/4/2020,26,0,4396,1,22.42857143,0
01-04 years,11/5/2020,29,0,4425,1,23.71428571,0
01-04 years,11/6/2020,20,0,4445,1,22.85714286,0
01-04 years,11/7/2020,19,0,4464,1,23.57142857,0
01-04 years,11/8/2020,10,0,4474,1,22.57142857,0
01-04 years,11/9/2020,23,0,4497,1,21.85714286,0
01-04 years,11/10/2020,38,0,4535,1,23.57142857,0
01-04 years,11/11/2020,30,0,4565,1,24.14285714,0
01-04 years,11/12/2020,40,0,4605,1,25.71428571,0
01-04 years,11/13/2020,33,0,4638,1,27.57142857,0
01-04 years,11/14/2020,31,0,4669,1,29.28571429,0
01-04 years,11/15/2020,13,0,4682,1,29.71428571,0
01-04 years,11/16/2020,39,0,4721,1,32,0
01-04 years,11/17/2020,27,0,4748,1,30.42857143,0
01-04 years,11/18/2020,39,0,4787,1,31.71428571,0
01-04 years,11/19/2020,39,0,4826,1,31.57142857,0
01-04 years,11/20/2020,43,0,4869,1,33,0
01-04 years,11/21/2020,19,0,4888,1,31.28571429,0
01-04 years,11/22/2020,18,0,4906,1,32,0
01-04 years,11/23/2020,40,0,4946,1,32.14285714,0
01-04 years,11/24/2020,41,0,4987,1,34.14285714,0
01-04 years,11/25/2020,38,0,5025,1,34,0
01-04 years,11/26/2020,25,0,5050,1,32,0
01-04 years,11/27/2020,20,0,5070,1,28.71428571,0
01-04 years,11/28/2020,25,0,5095,1,29.57142857,0
01-04 years,11/29/2020,18,0,5113,1,29.57142857,0
01-04 years,11/30/2020,53,0,5166,1,31.42857143,0
01-04 years,12/1/2020,75,0,5241,1,36.28571429,0
01-04 years,12/2/2020,61,0,5302,1,39.57142857,0
01-04 years,12/3/2020,63,0,5365,1,45,0
01-04 years,12/4/2020,56,0,5421,1,50.14285714,0
01-04 years,12/5/2020,46,0,5467,1,53.14285714,0
01-04 years,12/6/2020,32,0,5499,1,55.14285714,0
01-04 years,12/7/2020,75,0,5574,1,58.28571429,0
01-04 years,12/8/2020,72,0,5646,1,57.85714286,0
01-04 years,12/9/2020,86,0,5732,1,61.42857143,0
01-04 years,12/10/2020,66,0,5798,1,61.85714286,0
01-04 years,12/11/2020,85,0,5883,1,66,0
01-04 years,12/12/2020,52,0,5935,1,66.85714286,0
01-04 years,12/13/2020,45,0,5980,1,68.71428571,0
01-04 years,12/14/2020,79,0,6059,1,69.28571429,0
01-04 years,12/15/2020,83,0,6142,1,70.85714286,0
01-04 years,12/16/2020,78,0,6220,1,69.71428571,0
01-04 years,12/17/2020,76,0,6296,1,71.14285714,0
01-04 years,12/18/2020,71,0,6367,1,69.14285714,0
01-04 years,12/19/2020,53,0,6420,1,69.28571429,0
01-04 years,12/20/2020,32,0,6452,1,67.42857143,0
01-04 years,12/21/2020,94,0,6546,1,69.57142857,0
01-04 years,12/22/2020,87,0,6633,1,70.14285714,0
01-04 years,12/23/2020,85,0,6718,1,71.14285714,0
01-04 years,12/24/2020,41,0,6759,1,66.14285714,0
01-04 years,12/25/2020,21,0,6780,1,59,0
01-04 years,12/26/2020,59,0,6839,1,59.85714286,0
01-04 years,12/27/2020,52,0,6891,1,62.71428571,0
01-04 years,12/28/2020,109,0,7000,1,64.85714286,0
01-04 years,12/29/2020,119,0,7119,1,69.42857143,0
01-04 years,12/30/2020,107,0,7226,1,72.57142857,0
01-04 years,12/31/2020,77,0,7303,1,77.71428571,0
01-04 years,1/1/2021,45,0,7348,1,81.14285714,0
01-04 years,1/2/2021,86,0,7434,1,85,0
01-04 years,1/3/2021,71,0,7505,1,87.71428571,0
01-04 years,1/4/2021,153,0,7658,1,94,0
01-04 years,1/5/2021,124,0,7782,1,94.71428571,0
01-04 years,1/6/2021,111,0,7893,1,95.28571429,0
01-04 years,1/7/2021,128,0,8021,1,102.5714286,0
01-04 years,1/8/2021,122,0,8143,1,113.5714286,0
01-04 years,1/9/2021,85,0,8228,1,113.4285714,0
01-04 years,1/10/2021,58,0,8286,1,111.5714286,0
01-04 years,1/11/2021,103,0,8389,1,104.4285714,0
01-04 years,1/12/2021,117,0,8506,1,103.4285714,0
01-04 years,1/13/2021,97,0,8603,1,101.4285714,0
01-04 years,1/14/2021,81,0,8684,1,94.71428571,0
01-04 years,1/15/2021,98,0,8782,1,91.28571429,0
01-04 years,1/16/2021,64,0,8846,1,88.28571429,0
01-04 years,1/17/2021,39,0,8885,1,85.57142857,0
01-04 years,1/18/2021,61,0,8946,1,79.57142857,0
01-04 years,1/19/2021,109,0,9055,1,78.42857143,0
01-04 years,1/20/2021,86,0,9141,1,76.85714286,0
01-04 years,1/21/2021,95,0,9236,1,78.85714286,0
01-04 years,1/22/2021,84,0,9320,1,76.85714286,0
01-04 years,1/23/2021,50,0,9370,1,74.85714286,0
01-04 years,1/24/2021,43,0,9413,1,75.42857143,0
01-04 years,1/25/2021,91,0,9504,1,79.71428571,0
01-04 years,1/26/2021,86,0,9590,1,76.42857143,0
01-04 years,1/27/2021,71,0,9661,1,74.28571429,0
01-04 years,1/28/2021,65,0,9726,1,70,0
01-04 years,1/29/2021,60,0,9786,1,66.57142857,0
01-04 years,1/30/2021,39,0,9825,1,65,0
01-04 years,1/31/2021,39,0,9864,1,64.42857143,0
01-04 years,2/1/2021,70,0,9934,1,61.42857143,0
01-04 years,2/2/2021,76,0,10010,1,60,0
01-04 years,2/3/2021,61,0,10071,1,58.57142857,0
01-04 years,2/4/2021,57,0,10128,1,57.42857143,0
01-04 years,2/5/2021,43,0,10171,1,55,0
01-04 years,2/6/2021,37,0,10208,1,54.71428571,0
01-04 years,2/7/2021,24,0,10232,1,52.57142857,0
01-04 years,2/8/2021,47,0,10279,1,49.28571429,0
01-04 years,2/9/2021,39,0,10318,1,44,0
01-04 years,2/10/2021,41,0,10359,1,41.14285714,0
01-04 years,2/11/2021,44,0,10403,1,39.28571429,0
01-04 years,2/12/2021,31,0,10434,1,37.57142857,0
01-04 years,2/13/2021,18,0,10452,1,34.85714286,0
01-04 years,2/14/2021,26,0,10478,1,35.14285714,0
01-04 years,2/15/2021,35,0,10513,1,33.42857143,0
01-04 years,2/16/2021,36,0,10549,1,33,0
01-04 years,2/17/2021,32,0,10581,1,31.71428571,0
01-04 years,2/18/2021,32,0,10613,1,30,0
01-04 years,2/19/2021,31,0,10644,1,30,0
01-04 years,2/20/2021,29,0,10673,1,31.57142857,0
01-04 years,2/21/2021,18,0,10691,1,30.42857143,0
01-04 years,2/22/2021,36,0,10727,1,30.57142857,0
01-04 years,2/23/2021,30,0,10757,1,29.71428571,0
01-04 years,2/24/2021,39,0,10796,1,30.71428571,0
01-04 years,2/25/2021,21,0,10817,1,29.14285714,0
01-04 years,2/26/2021,21,0,10838,1,27.71428571,0
01-04 years,2/27/2021,9,0,10847,1,24.85714286,0
01-04 years,2/28/2021,22,0,10869,1,25.42857143,0
01-04 years,3/1/2021,27,0,10896,1,24.14285714,0
01-04 years,3/2/2021,28,0,10924,1,23.85714286,0
01-04 years,3/3/2021,21,0,10945,1,21.28571429,0
01-04 years,3/4/2021,24,0,10969,1,21.71428571,0
01-04 years,3/5/2021,13,0,10982,1,20.57142857,0
01-04 years,3/6/2021,19,0,11001,1,22,0
01-04 years,3/7/2021,9,0,11010,1,20.14285714,0
01-04 years,3/8/2021,27,0,11037,1,20.14285714,0
01-04 years,3/9/2021,16,0,11053,1,18.42857143,0
01-04 years,3/10/2021,29,0,11082,1,19.57142857,0
01-04 years,3/11/2021,21,0,11103,1,19.14285714,0
01-04 years,3/12/2021,12,0,11115,1,19,0
01-04 years,3/13/2021,13,0,11128,1,18.14285714,0
01-04 years,3/14/2021,10,0,11138,1,18.28571429,0
01-04 years,3/15/2021,20,0,11158,1,17.28571429,0
01-04 years,3/16/2021,29,0,11187,1,19.14285714,0
01-04 years,3/17/2021,19,0,11206,1,17.71428571,0
01-04 years,3/18/2021,9,0,11215,1,16,0
01-04 years,3/19/2021,22,0,11237,1,17.42857143,0
01-04 years,3/20/2021,15,0,11252,1,17.71428571,0
01-04 years,3/21/2021,12,0,11264,1,18,0
01-04 years,3/22/2021,25,0,11289,1,18.71428571,0
01-04 years,3/23/2021,22,0,11311,1,17.71428571,0
01-04 years,3/24/2021,14,0,11325,1,17,0
01-04 years,3/25/2021,18,0,11343,1,18.28571429,0
01-04 years,3/26/2021,18,0,11361,1,17.71428571,0
01-04 years,3/27/2021,11,0,11372,1,17.14285714,0
01-04 years,3/28/2021,18,0,11390,1,18,0
01-04 years,3/29/2021,22,0,11412,1,17.57142857,0
01-04 years,3/30/2021,12,0,11424,1,16.14285714,0
01-04 years,3/31/2021,24,0,11448,1,17.57142857,0
01-04 years,4/1/2021,23,0,11471,1,18.28571429,0
01-04 years,4/2/2021,33,0,11504,1,20.42857143,0
01-04 years,4/3/2021,13,0,11517,1,20.71428571,0
01-04 years,4/4/2021,18,0,11535,1,20.71428571,0
01-04 years,4/5/2021,22,0,11557,1,20.71428571,0
01-04 years,4/6/2021,11,0,11568,1,20.57142857,0
01-04 years,4/7/2021,17,0,11585,1,19.57142857,0
01-04 years,4/8/2021,19,0,11604,1,19,0
01-04 years,4/9/2021,33,0,11637,1,19,0
01-04 years,4/10/2021,14,0,11651,1,19.14285714,0
01-04 years,4/11/2021,7,0,11658,1,17.57142857,0
01-04 years,4/12/2021,22,0,11680,1,17.57142857,0
01-04 years,4/13/2021,14,0,11694,1,18,0
01-04 years,4/14/2021,26,0,11720,1,19.28571429,0
01-04 years,4/15/2021,18,0,11738,1,19.14285714,0
01-04 years,4/16/2021,21,0,11759,1,17.42857143,0
01-04 years,4/17/2021,13,0,11772,1,17.28571429,0
01-04 years,4/18/2021,9,0,11781,1,17.57142857,0
01-04 years,4/19/2021,29,0,11810,1,18.57142857,0
01-04 years,4/20/2021,22,0,11832,1,19.71428571,0
01-04 years,4/21/2021,16,0,11848,1,18.28571429,0
01-04 years,4/22/2021,14,0,11862,1,17.71428571,0
01-04 years,4/23/2021,25,0,11887,1,18.28571429,0
01-04 years,4/24/2021,15,0,11902,1,18.57142857,0
01-04 years,4/25/2021,13,0,11915,1,19.14285714,0
01-04 years,4/26/2021,31,0,11946,1,19.42857143,0
01-04 years,4/27/2021,19,0,11965,1,19,0
01-04 years,4/28/2021,23,0,11988,1,20,0
01-04 years,4/29/2021,22,0,12010,1,21.14285714,0
01-04 years,4/30/2021,16,0,12026,1,19.85714286,0
01-04 years,5/1/2021,15,0,12041,1,19.85714286,0
01-04 years,5/2/2021,17,0,12058,1,20.42857143,0
01-04 years,5/3/2021,20,0,12078,1,18.85714286,0
01-04 years,5/4/2021,21,0,12099,1,19.14285714,0
01-04 years,5/5/2021,19,0,12118,1,18.57142857,0
01-04 years,5/6/2021,15,0,12133,1,17.57142857,0
01-04 years,5/7/2021,8,0,12141,1,16.42857143,0
01-04 years,5/8/2021,9,0,12150,1,15.57142857,0
01-04 years,5/9/2021,11,0,12161,1,14.71428571,0
01-04 years,5/10/2021,16,0,12177,1,14.14285714,0
01-04 years,5/11/2021,15,0,12192,1,13.28571429,0
01-04 years,5/12/2021,15,0,12207,1,12.71428571,0
01-04 years,5/13/2021,12,0,12219,1,12.28571429,0
01-04 years,5/14/2021,12,0,12231,1,12.85714286,0
01-04 years,5/15/2021,6,0,12237,1,12.42857143,0
01-04 years,5/16/2021,2,0,12239,1,11.14285714,0
01-04 years,5/17/2021,10,0,12249,1,10.28571429,0
01-04 years,5/18/2021,9,0,12258,1,9.428571429,0
01-04 years,5/19/2021,3,0,12261,1,7.714285714,0
01-04 years,5/20/2021,9,0,12270,1,7.285714286,0
01-04 years,5/21/2021,9,0,12279,1,6.857142857,0
01-04 years,5/22/2021,5,0,12284,1,6.714285714,0
01-04 years,5/23/2021,3,0,12287,1,6.857142857,0
01-04 years,5/24/2021,9,0,12296,1,6.714285714,0
